Accession	Species	Class
McCD00385577	Methylococcus capsulatus str. Bath	1
McCD00385578	Methylococcus capsulatus str. Bath	1
McCD00385579	Methylococcus capsulatus str. Bath	0
McCD00385580	Methylococcus capsulatus str. Bath	0
McCD00385581	Methylococcus capsulatus str. Bath	1
McCD00385582	Methylococcus capsulatus str. Bath	1
McCD00385583	Methylococcus capsulatus str. Bath	1
McCD00385584	Methylococcus capsulatus str. Bath	1
McCD00385585	Methylococcus capsulatus str. Bath	1
McCD00385586	Methylococcus capsulatus str. Bath	1
McCD00385587	Methylococcus capsulatus str. Bath	1
McCD00385588	Methylococcus capsulatus str. Bath	1
McCD00385589	Methylococcus capsulatus str. Bath	1
McCD00385590	Methylococcus capsulatus str. Bath	0
McCD00385591	Methylococcus capsulatus str. Bath	1
McCD00385592	Methylococcus capsulatus str. Bath	1
McCD00385593	Methylococcus capsulatus str. Bath	1
McCD00385594	Methylococcus capsulatus str. Bath	1
McCD00385595	Methylococcus capsulatus str. Bath	1
McCD00385596	Methylococcus capsulatus str. Bath	1
McCD00385597	Methylococcus capsulatus str. Bath	1
McCD00385598	Methylococcus capsulatus str. Bath	1
McCD00385599	Methylococcus capsulatus str. Bath	1
McCD00385600	Methylococcus capsulatus str. Bath	1
SeCD00385601	Staphylococcus epidermidis	1
SeCD00385602	Staphylococcus epidermidis	1
SeCD00385603	Staphylococcus epidermidis	1
RlCD00385604	Rhizobium leguminosarum	0
RdCD00385605	Roseobacter denitrificans	0
RdCD00385606	Roseobacter denitrificans	1
RdCD00385607	Roseobacter denitrificans	1
PfCD00385608	Pyrococcus furiosus	1
PfCD00385609	Pyrococcus furiosus	0
PaCD00385610	Pseudomonas aeruginosa	0
PaCD00385611	Pseudomonas aeruginosa	1
PaCD00385612	Pseudomonas aeruginosa	0
FnCD00385613	Fusobacterium nucleatum	0
FnCD00385614	Fusobacterium nucleatum	0
FnCD00385615	Fusobacterium nucleatum	0
NpCD00385616	Natronomonas pharaonis DSM 2160	0
FnCD00385617	Fusobacterium nucleatum	0
NpCD00385618	Natronomonas pharaonis DSM 2160	0
NpCD00385619	Natronomonas pharaonis DSM 2160	1
FnCD00385620	Fusobacterium nucleatum	1
NeCD00385621	Nitrosomonas europaea	1
NeCD00385622	Nitrosomonas europaea	1
MaCD00385623	Methanosarcina acetivorans	1
MmCD00385624	Methanococcus maripaludis	1
MaCD00385625	Marinobacter hydrocarbonoclasticus	0
MaCD00385626	Marinobacter hydrocarbonoclasticus	1
MaCD00385627	Marinobacter hydrocarbonoclasticus	1
MaCD00385628	Marinobacter hydrocarbonoclasticus	1
MaCD00385629	Marinobacter hydrocarbonoclasticus	1
PaCD00385630	Pseudomonas aeruginosa	1
PaCD00385631	Pseudomonas aeruginosa	1
PaCD00385632	Pseudomonas aeruginosa	1
PaCD00385633	Pseudomonas aeruginosa	1
PaCD00385634	Pseudomonas aeruginosa	0
PaCD00385635	Pseudomonas aeruginosa	1
PaCD00385636	Pseudomonas aeruginosa	1
PaCD00385637	Pseudomonas aeruginosa	1
PaCD00385638	Pseudomonas aeruginosa	1
PaCD00385639	Pseudomonas aeruginosa	0
PaCD00385640	Pseudomonas aeruginosa	0
PaCD00385641	Pseudomonas aeruginosa	0
PaCD00385642	Pseudomonas aeruginosa	1
PaCD00385643	Pseudomonas aeruginosa	1
PaCD00385644	Pseudomonas aeruginosa	1
PaCD00385645	Pseudomonas aeruginosa	1
PaCD00385646	Pseudomonas aeruginosa	1
PaCD00385647	Pseudomonas aeruginosa	0
PaCD00385648	Pseudomonas aeruginosa	0
MaCD00385649	Marinobacter hydrocarbonoclasticus	1
MaCD00385650	Marinobacter hydrocarbonoclasticus	1
MaCD00385651	Marinobacter hydrocarbonoclasticus	1
MaCD00385652	Marinobacter hydrocarbonoclasticus	1
MaCD00385653	Marinobacter hydrocarbonoclasticus	1
MaCD00385654	Marinobacter hydrocarbonoclasticus	1
MaCD00385655	Marinobacter hydrocarbonoclasticus	0
MaCD00385656	Marinobacter hydrocarbonoclasticus	1
MaCD00385657	Marinobacter hydrocarbonoclasticus	1
MaCD00385658	Marinobacter hydrocarbonoclasticus	1
LaCD00385689	Lactobacillus acidophilus	1
LaCD00385690	Lactobacillus acidophilus	1
LaCD00385691	Lactobacillus acidophilus	1
LlCD00385692	Lactococcus lactis	1
LlCD00385693	Lactococcus lactis	1
LlCD00385694	Lactococcus lactis	1
LlCD00385695	Lactococcus lactis	1
GtCD00385696	Geobacillus thermodenitrificans	1
EcCD00385697	Pectobacterium carotovorum	1
EcCD00385698	Pectobacterium carotovorum	1
EfCD00385699	Enterococcus faecalis	1
EfCD00385700	Enterococcus faecalis	0
EfCD00385701	Enterococcus faecalis	1
EfCD00385702	Enterococcus faecalis	0
EfCD00385703	Enterococcus faecalis	1
EfCD00385704	Enterococcus faecalis	1
EfCD00385705	Enterococcus faecalis	1
EfCD00385706	Enterococcus faecalis	1
EfCD00385707	Enterococcus faecalis	1
EfCD00385708	Enterococcus faecalis	1
EfCD00385709	Enterococcus faecalis	1
EfCD00385710	Enterococcus faecalis	1
EfCD00385711	Enterococcus faecalis	1
EfCD00385712	Enterococcus faecalis	1
EfCD00385713	Enterococcus faecalis	1
EfCD00385714	Enterococcus faecalis	1
EfCD00385715	Enterococcus faecalis	0
SpCD00385716	Streptococcus pyogenes	1
SpCD00385717	Streptococcus pyogenes	1
SpCD00385718	Streptococcus pyogenes	1
PfCD00385719	Pseudomonas fluorescens	1
PfCD00385720	Pseudomonas fluorescens	1
PfCD00385721	Pseudomonas fluorescens	1
PfCD00385722	Pseudomonas fluorescens	0
PfCD00385723	Pseudomonas fluorescens	1
PfCD00385724	Pseudomonas fluorescens	1
PfCD00385725	Pseudomonas fluorescens	1
PfCD00385726	Pseudomonas fluorescens	1
PfCD00385727	Pseudomonas fluorescens	0
PfCD00385728	Pseudomonas fluorescens	1
PfCD00385729	Pseudomonas fluorescens	0
PfCD00385730	Pseudomonas fluorescens	1
PfCD00385731	Pseudomonas fluorescens	0
PfCD00385732	Pseudomonas fluorescens	1
PfCD00385733	Pseudomonas fluorescens	0
PfCD00385734	Pseudomonas fluorescens	0
PfCD00385735	Pseudomonas fluorescens	0
PfCD00385736	Pseudomonas fluorescens	0
PfCD00385737	Pseudomonas fluorescens	0
PfCD00385738	Pseudomonas fluorescens	1
PfCD00385739	Pseudomonas fluorescens	0
PfCD00385740	Pseudomonas fluorescens	0
PfCD00385741	Pseudomonas fluorescens	1
PfCD00385742	Pseudomonas fluorescens	0
PaCD00385743	Pseudomonas aeruginosa	0
PaCD00385744	Pseudomonas aeruginosa	0
PaCD00385745	Pseudomonas aeruginosa	0
PaCD00385746	Pseudomonas aeruginosa	1
PaCD00385747	Pseudomonas aeruginosa	1
PaCD00385748	Pseudomonas aeruginosa	1
PaCD00385749	Pseudomonas aeruginosa	1
PaCD00385750	Pseudomonas aeruginosa	1
PaCD00385751	Pseudomonas aeruginosa	1
PaCD00385752	Pseudomonas aeruginosa	1
PaCD00385753	Pseudomonas aeruginosa	0
PaCD00385754	Pseudomonas aeruginosa	1
PaCD00385755	Pseudomonas aeruginosa	0
PaCD00385756	Pseudomonas aeruginosa	0
PaCD00385757	Pseudomonas aeruginosa	1
PaCD00385758	Pseudomonas aeruginosa	0
PaCD00385759	Pseudomonas aeruginosa	1
AtCD00397356	Agrobacterium tumefaciens	1
AtCD00397357	Agrobacterium tumefaciens	1
MmCD00397358	Methanosarcina mazei	1
CpCD00397359	Clostridium perfringens	1
CpCD00397360	Clostridium perfringens	1
CpCD00397361	Clostridium perfringens	1
CpCD00397362	Clostridium perfringens	1
CpCD00397363	Clostridium perfringens	1
CpCD00397364	Clostridium perfringens	1
CpCD00397365	Clostridium perfringens	1
CpCD00397366	Clostridium perfringens	1
CpCD00397367	Clostridium perfringens	1
CpCD00397368	Clostridium perfringens	0
CpCD00397369	Clostridium perfringens	0
CpCD00397370	Clostridium perfringens	1
CpCD00397371	Clostridium perfringens	1
CpCD00397372	Clostridium perfringens	1
CpCD00397373	Clostridium perfringens	1
CpCD00397374	Clostridium perfringens	1
CpCD00397375	Clostridium perfringens	1
CpCD00397376	Clostridium perfringens	0
CaCD00397377	Clostridium acetobutylicum	1
CaCD00397378	Clostridium acetobutylicum	1
CaCD00397379	Clostridium acetobutylicum	0
CaCD00397380	Clostridium acetobutylicum	1
CaCD00397381	Clostridium acetobutylicum	1
CaCD00397382	Clostridium acetobutylicum	1
CaCD00397383	Clostridium acetobutylicum	1
CaCD00397384	Clostridium acetobutylicum	1
CaCD00397385	Clostridium acetobutylicum	1
CaCD00397386	Clostridium acetobutylicum	1
GmCD00397387	Geobacter metallireducens	1
GmCD00397388	Geobacter metallireducens	1
GmCD00397389	Geobacter metallireducens	1
BpCD00397390	Bordetella parapertussis	0
BpCD00397391	Bordetella parapertussis	1
SsCD00397392	Sulfolobus solfataricus	0
SsCD00397393	Sulfolobus solfataricus	1
SsCD00397394	Sulfolobus solfataricus	0
SsCD00397395	Sulfolobus solfataricus	0
SsCD00397396	Sulfolobus solfataricus	0
SsCD00397397	Sulfolobus solfataricus	0
SsCD00397398	Sulfolobus solfataricus	1
SsCD00397400	Sulfolobus solfataricus	1
SsCD00397401	Sulfolobus solfataricus	1
SsCD00397402	Sulfolobus solfataricus	1
SsCD00397403	Sulfolobus solfataricus	1
SsCD00397404	Sulfolobus solfataricus	0
SsCD00397405	Sulfolobus solfataricus	1
SsCD00397406	Sulfolobus solfataricus	1
SsCD00397407	Sulfolobus solfataricus	0
StCD00397408	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397409	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397410	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397411	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397412	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397413	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397414	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397415	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397416	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397417	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397418	Salmonella enterica subsp. enterica serovar Typhimurium	0
StCD00397419	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397420	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397421	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397423	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397424	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00397425	Salmonella enterica subsp. enterica serovar Typhimurium	1
TmCD00397426	Thermotoga maritima	1
TmCD00397427	Thermotoga maritima	1
TmCD00397428	Thermotoga maritima	1
PmCD00397429	Pyrococcus horikoshii	0
PmCD00397430	Pyrococcus horikoshii	1
PmCD00397431	Pyrococcus horikoshii	1
PmCD00397432	Pyrococcus horikoshii	1
PmCD00397433	Pyrococcus horikoshii	1
PmCD00397434	Pyrococcus horikoshii	0
ApCD00397435	Aeropyrum pernix	1
BtCD00397436	Bacteroides thetaiotaomicron	1
BtCD00397437	Bacteroides thetaiotaomicron	1
BtCD00397438	Bacteroides thetaiotaomicron	1
BtCD00397439	Bacteroides thetaiotaomicron	1
BtCD00397440	Bacteroides thetaiotaomicron	1
BtCD00397441	Bacteroides thetaiotaomicron	1
BtCD00397442	Bacteroides thetaiotaomicron	1
BtCD00397444	Bacteroides thetaiotaomicron	0
BtCD00397445	Bacteroides thetaiotaomicron	1
BtCD00397446	Bacteroides thetaiotaomicron	1
BtCD00397447	Bacteroides thetaiotaomicron	1
BtCD00397448	Bacteroides thetaiotaomicron	0
BtCD00397449	Bacteroides thetaiotaomicron	1
DrCD00422728	Deinococcus radiodurans	1
DrCD00422729	Deinococcus radiodurans	1
DrCD00422732	Deinococcus radiodurans	1
DrCD00422734	Deinococcus radiodurans	1
DrCD00422735	Deinococcus radiodurans	1
DrCD00422736	Deinococcus radiodurans	1
PfCD00422737	Pseudomonas fluorescens	1
PfCD00422738	Pseudomonas fluorescens	1
PfCD00422739	Pseudomonas fluorescens	1
PfCD00422740	Pseudomonas fluorescens	1
PfCD00422741	Pseudomonas fluorescens	1
CjCD00422859	Campylobacter jejuni	1
AtCD00422860	Agrobacterium tumefaciens	1
RfCD00422861	Rhodobacter sphaeroides	1
RfCD00422862	Rhodobacter sphaeroides	0
RfCD00422863	Rhodobacter sphaeroides	1
ScCD00422864	Streptomyces coelicolor	1
ScCD00422865	Streptomyces coelicolor	1
ScCD00422866	Streptomyces coelicolor	1
ScCD00422867	Streptomyces coelicolor	1
RrCD00422868	Rhodospirillum rubrum	1
RrCD00422869	Rhodospirillum rubrum	1
RrCD00422870	Rhodospirillum rubrum	1
RrCD00422871	Rhodospirillum rubrum	1
PfCD00422872	Pseudomonas fluorescens	1
PaCD00422873	Pseudomonas aeruginosa	1
McCD00422874	Methylococcus capsulatus str. Bath	0
McCD00422875	Methylococcus capsulatus str. Bath	1
HmCD00422876	Haloarcula marismortui	1
HmCD00422877	Haloarcula marismortui	1
HmCD00422878	Haloarcula marismortui	0
HmCD00422879	Haloarcula marismortui	0
CcCD00422880	Caulobacter vibrioides	1
RpCD00422881	Rhodopseudomonas palustris	1
PaCD00422882	Pseudomonas aeruginosa	1
PaCD00422883	Pseudomonas aeruginosa	1
BfCD00422884	Bacteroides fragilis	0
BfCD00422885	Bacteroides fragilis	1
BfCD00422886	Bacteroides fragilis	1
BfCD00422887	Bacteroides fragilis	1
BfCD00422888	Bacteroides fragilis	0
BhCD00422889	Bartonella henselae str. Houston-1	0
BfCD00422890	Bacteroides fragilis	1
LpCD00422891	Legionella pneumophila	1
SeCD00422892	Synechococcus elongatus	1
SeCD00422893	Synechococcus elongatus	1
ShCD00422894	Staphylococcus haemolyticus	1
ShCD00422895	Staphylococcus haemolyticus	1
ShCD00422896	Staphylococcus haemolyticus	0
TdCD00422897	Treponema denticola	1
BsCD00422898	Bacillus subtilis	1
NsCD00422899	Nostoc sp. PCC 7120	1
BcCD00422900	Bacillus cereus	0
BsCD00422901	Bacillus subtilis	1
StCD00422902	Streptococcus thermophilus	1
BtCD00422903	Bacteroides thetaiotaomicron	1
SeCD00422904	Synechococcus elongatus	1
SeCD00422905	Synechococcus elongatus	1
SeCD00422906	Synechococcus elongatus	1
DvCD00422907	Desulfovibrio vulgaris	1
SsCD00422908	Staphylococcus saprophyticus	1
CtCD00422909	Chlorobaculum tepidum	0
GmCD00422910	Geobacter metallireducens	1
GmCD00422911	Geobacter metallireducens	1
GmCD00422912	Geobacter metallireducens	1
GmCD00422913	Geobacter metallireducens	1
RdCD00422914	Roseobacter denitrificans	0
PsCD00422915	Pseudomonas syringae	0
PfCD00422916	Pyrococcus furiosus	1
PfCD00422917	Pseudomonas fluorescens	1
NpCD00422918	Natronomonas pharaonis DSM 2160	0
NpCD00422919	Natronomonas pharaonis DSM 2160	0
MfCD00422920	Methylobacillus flagellatus	0
AhCD00422921	Aeromonas hydrophila	1
VcCD00422923	Vibrio cholerae	1
SeCD00422924	Synechococcus elongatus	1
RdCD00422925	Roseobacter denitrificans	1
SsCD00422926	Sulfolobus solfataricus	0
OoCD00422927	Oenococcus oeni	1
AbCD00422928	Acinetobacter baumannii	1
BtCD00422929	Bacteroides thetaiotaomicron	1
SeCD00422930	Synechococcus elongatus	1
SeCD00422931	Synechococcus elongatus	0
BtCD00422932	Bacteroides thetaiotaomicron	1
LlCD00422933	Lactococcus lactis	0
HmCD00422936	Haloarcula marismortui	1
GmCD00422937	Geobacter metallireducens	1
HsCD00422938	Halobacterium sp. NRC-1	0
XcCD00422939	Xanthomonas campestris	0
XaCD00422940	Xanthomonas axonopodis	0
XcCD00422941	Xanthomonas campestris	0
XcCD00422942	Xanthomonas campestris	1
StCD00422944	Streptococcus thermophilus	1
SpCD00422945	Streptococcus pneumoniae	1
VpCD00422946	Vibrio parahaemolyticus	1
VpCD00422947	Vibrio parahaemolyticus	1
XfCD00422948	Xylella fastidiosa	1
XfCD00422949	Xylella fastidiosa	0
SeCD00422950	Salmonella enterica	1
GmCD00422951	Geobacter metallireducens	1
CpCD00422952	Clostridium perfringens	1
CdCD00422953	Corynebacterium diphtheriae	1
BfCD00422954	Bacteroides fragilis	1
StCD00422955	Streptococcus thermophilus	1
LlCD00422956	Lactococcus lactis	1
LlCD00422957	Lactococcus lactis	1
NgCD00422958	Neisseria gonorrhoeae	0
CpCD00422959	Colwellia psychrerythraea	0
BhCD00422960	Bacillus halodurans	1
MmCD00422961	Methanosarcina mazei	0
MmCD00422962	Methanosarcina mazei	1
PmCD00422963	Pyrococcus horikoshii	1
SeCD00422964	Staphylococcus epidermidis	1
SaCD00422965	Streptococcus agalactiae	0
VpCD00422966	Vibrio parahaemolyticus	1
GmCD00422967	Geobacter metallireducens	1
CvCD00422968	Chromobacterium violaceum	1
ApCD00422969	Aeropyrum pernix	1
SrCD00422970	Salinibacter ruber DSM 13855	1
MjCD00422971	Methanocaldococcus jannaschii	1
MmCD00422972	Methanosarcina mazei	1
VpCD00422973	Vibrio parahaemolyticus	1
VpCD00422974	Vibrio parahaemolyticus	1
EcCD00422975	Pectobacterium carotovorum	1
VpCD00422976	Vibrio parahaemolyticus	1
VpCD00422977	Vibrio parahaemolyticus	1
CgCD00422979	Corynebacterium glutamicum	1
CdCD00422980	Clostridium difficile	1
BvCD00422982	Bacteroides vulgatus	1
ChCD00422983	Cytophaga hutchinsonii	0
BtCD00422984	Bacteroides thetaiotaomicron	1
VfCD00422985	Aliivibrio fischeri	1
XfCD00422986	Xylella fastidiosa	1
CdCD00422988	Corynebacterium diphtheriae	1
SaCD00422989	Streptomyces avermitilis	1
SaCD00422990	Streptomyces avermitilis	1
MlCD00422992	Mesorhizobium loti	0
MlCD00422993	Mesorhizobium loti	0
HmCD00422994	Haloarcula marismortui	0
RfCD00422996	Rhodobacter sphaeroides	0
MlCD00422997	Mesorhizobium loti	1
KpCD00422998	Klebsiella pneumoniae	1
NmCD00422999	Nitrosospira multiformis	0
CpCD00423000	Clostridium perfringens	0
NsCD00423001	Nostoc sp. PCC 7120	1
CpCD00423002	Colwellia psychrerythraea	0
NsCD00423003	Nostoc sp. PCC 7120	1
NmCD00423004	Nitrosospira multiformis	1
CgCD00423005	Corynebacterium glutamicum	1
DrCD00423006	Deinococcus radiodurans	0
SsCD00423007	Staphylococcus saprophyticus	1
DrCD00423009	Deinococcus radiodurans	1
DrCD00423010	Deinococcus radiodurans	1
SpCD00423011	Streptococcus pyogenes	1
BsCD00423013	Bacillus subtilis	1
MmCD00423014	Methanosarcina mazei	1
LpCD00423015	Lactobacillus plantarum	0
DrCD00423016	Deinococcus radiodurans	1
DrCD00423017	Deinococcus radiodurans	0
DrCD00423018	Deinococcus radiodurans	1
DrCD00423019	Deinococcus radiodurans	1
DrCD00423020	Deinococcus radiodurans	1
DrCD00423021	Deinococcus radiodurans	1
DrCD00423022	Deinococcus radiodurans	1
DrCD00423023	Deinococcus radiodurans	1
DrCD00423024	Deinococcus radiodurans	1
PfCD00423025	Pseudomonas fluorescens	1
PfCD00423026	Pseudomonas fluorescens	1
HsCD00423027	Homo sapiens	1
HsCD00423028	Homo sapiens	1
HsCD00423029	Homo sapiens	0
PfCD00423030	Pseudomonas fluorescens	0
HsCD00423031	Homo sapiens	1
HsCD00423032	Homo sapiens	0
HsCD00423033	Homo sapiens	1
HsCD00423034	Homo sapiens	1
HsCD00423035	Homo sapiens	1
HsCD00423036	Homo sapiens	1
HsCD00423037	Homo sapiens	0
HsCD00423038	Homo sapiens	1
AsCD00423039	Archaeoglobus fulgidus	1
MtCD00423040	Methanothermobacter thermautotrophicus	0
LcCD00423041	Lactobacillus casei	1
CaCD00423042	Clostridium acetobutylicum	1
BfCD00423043	Bacteroides fragilis	1
VcCD00423044	Vibrio cholerae	1
LcCD00423045	Lactobacillus casei	1
LcCD00423046	Lactobacillus casei	1
EcCD00423047	Escherichia coli	1
LpCD00423048	Legionella pneumophila	1
VcCD00423049	Vibrio cholerae	1
SeCD00423050	Staphylococcus epidermidis	1
MjCD00423051	Methanocaldococcus jannaschii	1
EfCD00423052	Enterococcus faecalis	1
EfCD00423053	Enterococcus faecalis	1
EfCD00423054	Enterococcus faecalis	1
AtCD00423055	Agrobacterium tumefaciens	1
AtCD00423056	Agrobacterium tumefaciens	1
AtCD00423057	Agrobacterium tumefaciens	1
AtCD00423058	Agrobacterium tumefaciens	1
VcCD00423059	Vibrio cholerae	1
VcCD00423060	Vibrio cholerae	1
NpCD00423061	Neisseria meningitidis	1
LmCD00423062	Listeria monocytogenes	1
LmCD00423063	Listeria monocytogenes	1
AtCD00423064	Agrobacterium tumefaciens	1
XfCD00423065	Xylella fastidiosa	1
XfCD00423066	Xylella fastidiosa	1
CtCD00423067	Chlorobaculum tepidum	1
CvCD00423068	Chromobacterium violaceum	0
PsCD00423072	Pseudomonas syringae	1
RpCD00423073	Rhodopseudomonas palustris	1
PpCD00423074	Pseudomonas putida	1
LpCD00423075	Lactobacillus plantarum	1
LpCD00423076	Lactobacillus plantarum	1
LmCD00423077	Listeria monocytogenes	1
ShCD00423078	Staphylococcus haemolyticus	1
TmCD00423079	Thermotoga maritima	1
PpCD00423080	Pediococcus pentosaceus	1
SsCD00423081	Synechocystis sp. PCC 6803	1
RpCD00423082	Rhodopseudomonas palustris	0
PfCD00423083	Pseudomonas fluorescens	1
PaCD00423084	Pseudomonas aeruginosa	1
NaCD00423085	Novosphingobium aromaticivorans	0
RpCD00423086	Rhodopseudomonas palustris	1
RpCD00423087	Rhodopseudomonas palustris	1
MsCD00423088	Mycobacterium smegmatis	1
MsCD00423089	Mycobacterium smegmatis	0
MsCD00423090	Mycobacterium smegmatis	1
BhCD00423091	Bacillus halodurans	1
BcCD00423092	Bacillus cereus	0
BcCD00423093	Bacillus cereus	1
BcCD00423094	Bacillus cereus	1
LpCD00423095	Legionella pneumophila	0
BtCD00423096	Bacteroides thetaiotaomicron	1
BtCD00423097	Bacteroides thetaiotaomicron	1
BtCD00423098	Bacteroides thetaiotaomicron	1
BcCD00423099	Bacillus cereus	1
SaCD00423100	Streptomyces avermitilis	1
PfCD00423101	Pseudomonas fluorescens	1
PfCD00423102	Pseudomonas fluorescens	1
PfCD00423103	Pseudomonas fluorescens	1
PfCD00423104	Pseudomonas fluorescens	1
CdCD00423105	Clostridium difficile	0
RpCD00423108	Rhodopseudomonas palustris	0
MaCD00423109	Methanosarcina acetivorans	0
XaCD00423110	Xanthomonas axonopodis	0
SaCD00423111	Streptomyces avermitilis	0
MmCD00423112	Methanosarcina mazei	1
TaCD00423113	Thermoplasma acidophilum	0
BtCD00423114	Bacillus thuringiensis	1
BcCD00423115	Bacillus cereus	1
MmCD00423116	Methanosarcina mazei	1
BtCD00423117	Bacteroides thetaiotaomicron	1
BtCD00423118	Bacteroides thetaiotaomicron	1
RgCD00423119	Ruminococcus gnavus	1
RgCD00423120	Ruminococcus gnavus	1
RgCD00423121	Ruminococcus gnavus	1
NpCD00423122	Natronomonas pharaonis DSM 2160	1
NpCD00423123	Natronomonas pharaonis DSM 2160	1
NaCD00423124	Novosphingobium aromaticivorans	0
LdCD00423125	Lactobacillus delbrueckii	1
LdCD00423126	Lactobacillus delbrueckii	0
LdCD00423127	Lactobacillus delbrueckii	1
SaCD00423128	Staphylococcus aureus	1
SaCD00423130	Staphylococcus aureus	1
BtCD00423131	Bacteroides thetaiotaomicron	1
BhCD00423132	Bacillus halodurans	1
BhCD00423133	Bacillus halodurans	1
BhCD00423134	Bacillus halodurans	1
BhCD00423135	Bacillus halodurans	1
BhCD00423136	Bacillus halodurans	1
BhCD00423137	Bacillus halodurans	1
BfCD00423138	Bacteroides fragilis	1
LmCD00423139	Listeria monocytogenes	1
GsCD00423140	Geobacter sulfurreducens	1
HmCD00423141	Haloarcula marismortui	0
GsCD00423142	Geobacter sulfurreducens	0
GsCD00423143	Geobacter sulfurreducens	1
AsCD00423144	Archaeoglobus fulgidus	1
McCD00423145	Methylococcus capsulatus str. Bath	1
HsCD00423146	Halobacterium sp. NRC-1	0
CdCD00423147	Clostridium difficile	1
SoCD00423149	Shewanella oneidensis	1
SoCD00423150	Shewanella oneidensis	1
SoCD00423151	Shewanella oneidensis	1
SoCD00423152	Shewanella oneidensis	1
SoCD00423153	Shewanella oneidensis	1
BhCD00423154	Bacillus halodurans	1
MmCD00423155	Methanosarcina mazei	1
NsCD00423156	Nostoc sp. PCC 7120	1
LcCD00423157	Lactobacillus casei	1
CpCD00423158	Colwellia psychrerythraea	1
NsCD00423159	Nostoc sp. PCC 7120	1
CpCD00423160	Clostridium perfringens	0
CpCD00423161	Colwellia psychrerythraea	1
CpCD00423162	Colwellia psychrerythraea	0
CpCD00423163	Colwellia psychrerythraea	1
XfCD00423164	Xylella fastidiosa	1
WsCD00423165	Wolinella succinogenes	1
SaCD00423273	Staphylococcus aureus	1
SaCD00423274	Staphylococcus aureus	1
TmCD00423275	Thermotoga maritima	1
TmCD00423276	Thermotoga maritima	1
BsCD00423277	Bacillus subtilis	1
BsCD00423278	Bacillus subtilis	1
PfCD00423279	Pyrococcus furiosus	0
EcCD00423280	Escherichia coli	1
TmCD00423281	Thermotoga maritima	1
TmCD00423282	Thermotoga maritima	1
PfCD00423283	Pyrococcus furiosus	1
EcCD00423284	Escherichia coli	1
EcCD00423285	Escherichia coli	1
EfCD00423286	Enterococcus faecalis	0
SaCD00423287	Staphylococcus aureus	0
SaCD00423288	Staphylococcus aureus	1
TmCD00423289	Thermotoga maritima	1
BsCD00423290	Bacillus subtilis	1
BsCD00423291	Bacillus subtilis	0
VpCD00423292	Vibrio parahaemolyticus	1
SoCD00423293	Shewanella oneidensis	0
PsCD00423294	Pseudomonas syringae	1
PsCD00423295	Pseudomonas syringae	0
PsCD00423296	Pseudomonas syringae	1
PsCD00423297	Pseudomonas syringae	1
PsCD00423298	Pseudomonas syringae	1
SeCD00423299	Staphylococcus epidermidis	0
PmCD00423300	Pyrococcus horikoshii	0
NgCD00423301	Neisseria gonorrhoeae	1
NgCD00423302	Neisseria gonorrhoeae	0
AtCD00423303	Agrobacterium tumefaciens	1
EcCD00423304	Escherichia coli	1
EfCD00423305	Enterococcus faecalis	1
AtCD00423306	Agrobacterium tumefaciens	1
AtCD00423307	Agrobacterium tumefaciens	1
HiCD00423308	Haemophilus influenzae	1
AtCD00423309	Agrobacterium tumefaciens	1
SsCD00423310	Staphylococcus saprophyticus	0
TtCD00423315	Thermus thermophilus	1
AsCD00423316	Archaeoglobus fulgidus	1
AsCD00423319	Archaeoglobus fulgidus	1
BtCD00423320	Bacteroides thetaiotaomicron	0
BtCD00423321	Bacteroides thetaiotaomicron	1
AsCD00423322	Archaeoglobus fulgidus	1
AsCD00423323	Archaeoglobus fulgidus	1
LpCD00423324	Legionella pneumophila	1
HdCD00423325	Haemophilus ducreyi	1
ErCD00423330	Eubacterium rectale	1
XaCD00423416	Xanthomonas axonopodis	1
SaCD00423417	Streptomyces avermitilis	1
GsCD00423418	Geobacter sulfurreducens	0
EfCD00423419	Enterococcus faecalis	1
EfCD00423420	Enterococcus faecalis	1
CaCD00423421	Clostridium acetobutylicum	1
CaCD00423422	Clostridium acetobutylicum	0
CaCD00423423	Clostridium acetobutylicum	0
CaCD00423424	Clostridium acetobutylicum	1
CaCD00423425	Clostridium acetobutylicum	0
CaCD00423426	Clostridium acetobutylicum	1
CaCD00423427	Clostridium acetobutylicum	0
AtCD00423428	Agrobacterium tumefaciens	1
AtCD00423429	Agrobacterium tumefaciens	1
AtCD00423430	Agrobacterium tumefaciens	1
AtCD00423431	Agrobacterium tumefaciens	1
