Accession	Species	Class
AtCD00423432	Agrobacterium tumefaciens	1
AtCD00423433	Agrobacterium tumefaciens	0
AtCD00423434	Agrobacterium tumefaciens	0
CaCD00423435	Clostridium acetobutylicum	1
BtCD00423436	Bacillus thuringiensis	1
BtCD00423437	Bacillus thuringiensis	1
BtCD00423438	Bacillus thuringiensis	0
BtCD00423439	Bacillus thuringiensis	1
BtCD00423440	Bacillus thuringiensis	1
BtCD00423441	Bacillus thuringiensis	1
GmCD00423442	Geobacter metallireducens	0
AtCD00423443	Agrobacterium tumefaciens	1
CpCD00423444	Clostridium perfringens	1
BtCD00423445	Bacillus thuringiensis	1
StCD00423446	Streptococcus thermophilus	1
StCD00423447	Streptococcus thermophilus	1
StCD00423448	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00423449	Salmonella enterica subsp. enterica serovar Typhimurium	1
TmCD00423450	Thermotoga maritima	1
BtCD00423451	Bacteroides thetaiotaomicron	1
SsCD00423452	Sulfolobus solfataricus	0
ApCD00423453	Aeropyrum pernix	1
BtCD00423454	Bacteroides thetaiotaomicron	1
BhCD00423455	Bacillus halodurans	1
BjCD00423456	Bradyrhizobium japonicum	1
BjCD00423457	Bradyrhizobium japonicum	1
BbCD00423458	Bordetella bronchiseptica	1
ApCD00423459	Aeropyrum pernix	0
SfCD00423460	Shigella flexneri	1
SfCD00423461	Shigella flexneri	1
SpCD00423462	Ruegeria pomeroyi	1
VpCD00423463	Vibrio parahaemolyticus	1
CpCD00423465	Clostridium perfringens	1
CpCD00423466	Clostridium perfringens	1
CaCD00423467	Clostridium acetobutylicum	0
LpCD00423468	Lactobacillus plantarum	1
MsCD00423469	Moorella thermoacetica	0
MbCD00423470	Mycobacterium bovis	0
MbCD00423471	Mycobacterium bovis	0
MbCD00423472	Mycobacterium bovis	0
MmCD00423473	Methanococcus maripaludis	1
PaCD00423474	Pseudomonas aeruginosa	0
PaCD00423475	Pseudomonas aeruginosa	1
PaCD00423476	Pseudomonas aeruginosa	0
MaCD00423477	Marinobacter hydrocarbonoclasticus	1
LlCD00423478	Lactococcus lactis	1
LlCD00429611	Lactococcus lactis	1
EcCD00429612	Escherichia coli	1
BpCD00429613	Bordetella parapertussis	1
RfCD00429614	Rhodobacter sphaeroides	1
EcCD00429615	Escherichia coli	1
CtCD00429616	Chlorobaculum tepidum	1
PaCD00429617	Pseudomonas aeruginosa	1
XfCD00429619	Xylella fastidiosa	1
HiCD00429620	Haemophilus influenzae	1
StCD00429621	Salmonella enterica subsp. enterica serovar Typhimurium	1
SaCD00429622	Streptomyces avermitilis	1
BpCD00429623	Bordetella pertussis	1
MsCD00429624	Moorella thermoacetica	1
DrCD00429625	Deinococcus radiodurans	0
PfCD00429626	Pseudomonas fluorescens	1
EcCD00429627	Pectobacterium carotovorum	1
SmCD00429628	Streptococcus mutans	1
SaCD00429629	Staphylococcus aureus	1
SaCD00429630	Staphylococcus aureus	1
SaCD00429631	Staphylococcus aureus	1
BsCD00429642	Bacillus subtilis	1
BsCD00429643	Bacillus subtilis	1
BsCD00429644	Bacillus subtilis	1
BsCD00429645	Bacillus subtilis	1
BsCD00429646	Bacillus subtilis	1
BsCD00429647	Bacillus subtilis	1
BsCD00429648	Bacillus subtilis	1
BsCD00429649	Bacillus subtilis	0
BsCD00429650	Bacillus subtilis	1
BsCD00429651	Bacillus subtilis	1
BsCD00429652	Bacillus subtilis	0
BsCD00429653	Bacillus subtilis	1
BsCD00429654	Bacillus subtilis	1
BsCD00429655	Bacillus subtilis	1
BsCD00429656	Bacillus subtilis	1
BsCD00429657	Bacillus subtilis	1
BsCD00429658	Bacillus subtilis	1
BsCD00429659	Bacillus subtilis	1
BsCD00429660	Bacillus subtilis	1
BsCD00429661	Bacillus subtilis	1
BsCD00429662	Bacillus subtilis	1
BsCD00429663	Bacillus subtilis	1
BsCD00429664	Bacillus subtilis	0
BsCD00429665	Bacillus subtilis	1
BsCD00429666	Bacillus subtilis	1
BsCD00429667	Bacillus subtilis	1
DrCD00530712	Deinococcus radiodurans	1
DrCD00530713	Deinococcus radiodurans	1
DrCD00530714	Deinococcus radiodurans	1
DrCD00530715	Deinococcus radiodurans	1
DrCD00530716	Deinococcus radiodurans	1
DrCD00530717	Deinococcus radiodurans	1
DrCD00530719	Deinococcus radiodurans	1
PfCD00530721	Pseudomonas fluorescens	1
CgCD00530726	Corynebacterium glutamicum	0
CgCD00530727	Corynebacterium glutamicum	0
CgCD00530728	Corynebacterium glutamicum	1
CgCD00530729	Corynebacterium glutamicum	0
CjCD00530730	Campylobacter jejuni	0
RpCD00530731	Rhodopseudomonas palustris	1
ScCD00530732	Streptomyces coelicolor	0
LiCD00530733	Listeria innocua	1
BfCD00530734	Bacteroides fragilis	1
BfCD00530735	Bacteroides fragilis	1
BcCD00530737	Bacillus cereus	1
BcCD00530738	Bacillus cereus	0
SpCD00530739	Streptococcus pyogenes	1
CpCD00530740	Clostridium perfringens	0
LpCD00530741	Legionella pneumophila	1
TeCD00530742	Thermosynechococcus elongatus	1
BtCD00530743	Bacteroides thetaiotaomicron	1
BtCD00530744	Bacteroides thetaiotaomicron	1
BtCD00530745	Bacteroides thetaiotaomicron	1
CjCD00530746	Campylobacter jejuni	0
BhCD00530747	Bartonella henselae str. Houston-1	1
BhCD00530748	Bartonella henselae str. Houston-1	1
BfCD00530749	Bacteroides fragilis	1
BfCD00530750	Bacteroides fragilis	1
BfCD00530751	Bacteroides fragilis	1
BfCD00530752	Bacteroides fragilis	0
BfCD00530753	Bacteroides fragilis	1
BfCD00530754	Bacteroides fragilis	1
BfCD00530755	Bacteroides fragilis	1
BfCD00530756	Bacteroides fragilis	0
BfCD00530757	Bacteroides fragilis	1
BtCD00530758	Bacteroides thetaiotaomicron	0
BhCD00530759	Bacillus halodurans	0
BtCD00530760	Bacteroides thetaiotaomicron	1
BhCD00530761	Bartonella henselae str. Houston-1	0
BfCD00530762	Bacteroides fragilis	1
RsCD00530763	Ralstonia solanacearum	1
VfCD00530764	Aliivibrio fischeri	1
VpCD00530765	Vibrio parahaemolyticus	1
CcCD00530766	Caulobacter vibrioides	1
DvCD00530767	Desulfovibrio vulgaris	1
DrCD00530768	Deinococcus radiodurans	1
DrCD00530769	Deinococcus radiodurans	1
SsCD00530770	Staphylococcus saprophyticus	1
SsCD00530771	Staphylococcus saprophyticus	1
SsCD00530772	Staphylococcus saprophyticus	1
NpCD00530773	Neisseria meningitidis	1
MsCD00530774	Moorella thermoacetica	1
SaCD00530775	Staphylococcus aureus	0
PfCD00530776	Pseudomonas fluorescens	1
PfCD00530777	Pseudomonas fluorescens	1
GmCD00530778	Geobacter metallireducens	0
GmCD00530779	Geobacter metallireducens	1
GmCD00530780	Geobacter metallireducens	1
GmCD00530781	Geobacter metallireducens	1
GmCD00530782	Geobacter metallireducens	1
GmCD00530783	Geobacter metallireducens	1
PpCD00530784	Pseudomonas putida	1
RdCD00530785	Roseobacter denitrificans	0
RdCD00530786	Roseobacter denitrificans	0
EcCD00530787	Escherichia coli	1
MfCD00530792	Methylobacillus flagellatus	1
MtCD00530793	Methanothermobacter thermautotrophicus	1
DrCD00530796	Deinococcus radiodurans	1
VpCD00530797	Vibrio parahaemolyticus	1
StCD00530798	Streptococcus thermophilus	1
CpCD00530799	Clostridium perfringens	1
RrCD00530800	Rhodospirillum rubrum	0
AaCD00530801	Acinetobacter sp. ADP1	1
ScCD00530802	Salmonella enterica	1
SaCD00530803	Streptomyces avermitilis	0
NsCD00530804	Nostoc sp. PCC 7120	1
BtCD00530805	Bacteroides thetaiotaomicron	1
MmCD00530806	Methanosarcina mazei	1
MmCD00530807	Methanosarcina mazei	1
PfCD00530808	Pyrococcus furiosus	1
BtCD00530809	Bacteroides thetaiotaomicron	1
VpCD00530810	Vibrio parahaemolyticus	0
LlCD00530811	Lactococcus lactis	1
LpCD00530812	Legionella pneumophila	1
LpCD00530813	Legionella pneumophila	1
LpCD00530814	Legionella pneumophila	1
MmCD00530815	Methanosarcina mazei	1
MsCD00530818	Mycobacterium smegmatis	1
MsCD00530819	Mycobacterium smegmatis	0
MlCD00530820	Mesorhizobium loti	1
MlCD00530821	Mesorhizobium loti	1
GmCD00530822	Geobacter metallireducens	1
CvCD00530823	Chromobacterium violaceum	1
AtCD00530824	Agrobacterium tumefaciens	0
HsCD00530826	Homo sapiens	0
RvCD00530830	Agrobacterium vitis	0
BpCD00530832	Bordetella pertussis	0
VpCD00530833	Vibrio parahaemolyticus	1
XfCD00530834	Xylella fastidiosa	1
BtCD00530835	Bacillus thuringiensis	1
PgCD00530836	Porphyromonas gingivalis	1
LpCD00530837	Lactobacillus plantarum	1
CdCD00530838	Corynebacterium diphtheriae	1
CdCD00530839	Corynebacterium diphtheriae	1
NgCD00530840	Neisseria gonorrhoeae	1
LlCD00530841	Lactococcus lactis	1
EcCD00530842	Pectobacterium carotovorum	1
CaCD00530843	Clostridium acetobutylicum	0
CaCD00530844	Clostridium acetobutylicum	1
BsCD00530845	Bacillus subtilis	1
SeCD00530846	Staphylococcus epidermidis	1
MjCD00530847	Methanocaldococcus jannaschii	1
GsCD00530848	Geobacter sulfurreducens	1
GmCD00530849	Geobacter metallireducens	1
CvCD00530850	Chromobacterium violaceum	1
PsCD00530852	Pseudomonas syringae	1
MjCD00530853	Methanocaldococcus jannaschii	1
MjCD00530854	Methanocaldococcus jannaschii	1
GmCD00530855	Geobacter metallireducens	1
DrCD00530856	Deinococcus radiodurans	1
CtCD00530857	Chlorobaculum tepidum	1
AtCD00530858	Agrobacterium tumefaciens	1
SaCD00530859	Streptomyces avermitilis	1
VpCD00530863	Vibrio parahaemolyticus	1
VpCD00530864	Vibrio parahaemolyticus	1
LpCD00530865	Lactobacillus plantarum	0
LpCD00530866	Lactobacillus plantarum	1
LiCD00530867	Listeria innocua	1
EcCD00530868	Pectobacterium carotovorum	0
EfCD00530869	Enterococcus faecalis	1
HpCD00530870	Helicobacter pylori	1
CsCD00530876	Caldicellulosiruptor saccharolyticus	1
SaCD00530877	Staphylococcus aureus	0
XfCD00530878	Xylella fastidiosa	1
BvCD00530879	Bacteroides vulgatus	1
SsCD00530880	Synechocystis sp. PCC 6803	1
SsCD00530881	Sulfolobus solfataricus	1
RoCD00530882	Ruminococcus obeum	1
NmCD00530883	Nitrosospira multiformis	1
HmCD00530885	Haloarcula marismortui	1
AsCD00530892	Archaeoglobus fulgidus	1
CpCD00530893	Colwellia psychrerythraea	1
CpCD00530894	Colwellia psychrerythraea	1
CgCD00530895	Corynebacterium glutamicum	1
CpCD00530896	Colwellia psychrerythraea	1
CgCD00530897	Corynebacterium glutamicum	1
SsCD00530898	Synechocystis sp. PCC 6803	0
SaCD00530899	Streptomyces avermitilis	1
NsCD00530902	Nostoc sp. PCC 7120	1
NsCD00530903	Nostoc sp. PCC 7120	1
CsCD00530904	Caldicellulosiruptor saccharolyticus	0
ShCD00530905	Staphylococcus haemolyticus	1
LaCD00530906	Lactobacillus acidophilus	1
BfCD00530907	Bacteroides fragilis	1
MtCD00530908	Methanothermobacter thermautotrophicus	1
SsCD00530909	Staphylococcus saprophyticus	1
MmCD00530910	Methanosarcina mazei	1
DrCD00530911	Deinococcus radiodurans	1
HsCD00530912	Homo sapiens	0
DrCD00530913	Deinococcus radiodurans	0
PfCD00530914	Pseudomonas fluorescens	1
PfCD00530915	Pseudomonas fluorescens	1
HsCD00530916	Homo sapiens	1
LcCD00530917	Lactobacillus casei	1
LlCD00530918	Lactococcus lactis	0
CaCD00530919	Clostridium acetobutylicum	1
SaCD00530920	Staphylococcus aureus	1
VcCD00530921	Vibrio cholerae	1
StCD00530922	Streptococcus thermophilus	1
VcCD00530923	Vibrio cholerae	1
VpCD00530924	Vibrio parahaemolyticus	1
SfCD00530925	Shigella flexneri	1
SfCD00530926	Shigella flexneri	1
AsCD00530928	Archaeoglobus fulgidus	1
PaCD00530930	Pseudomonas aeruginosa	1
MsCD00530931	Moorella thermoacetica	0
DhCD00530932	Desulfitobacterium hafniense	1
TeCD00530933	Thermosynechococcus elongatus	1
TeCD00530934	Thermosynechococcus elongatus	1
MlCD00530935	Mesorhizobium loti	1
MlCD00530936	Mesorhizobium loti	1
MlCD00530937	Mesorhizobium loti	0
MlCD00530938	Mesorhizobium loti	0
MlCD00530939	Mesorhizobium loti	0
PsCD00530940	Pseudomonas syringae	0
NeCD00530941	Nitrosomonas europaea	0
BlCD00530942	Bacillus licheniformis	1
PsCD00530943	Pseudomonas syringae	0
SsCD00530944	Synechocystis sp. PCC 6803	1
MbCD00530945	Mycobacterium bovis	1
TmCD00530946	Thermotoga maritima	1
MaCD00530947	Methanosarcina acetivorans	1
RpCD00530948	Rhodopseudomonas palustris	1
RpCD00530949	Rhodopseudomonas palustris	1
PfCD00530950	Pseudomonas fluorescens	0
PfCD00530951	Pseudomonas fluorescens	0
NaCD00530952	Novosphingobium aromaticivorans	0
PaCD00530953	Pseudomonas aeruginosa	0
MsCD00530955	Mycobacterium smegmatis	1
MsCD00530956	Mycobacterium smegmatis	1
MsCD00530957	Mycobacterium smegmatis	1
MsCD00530958	Mycobacterium smegmatis	1
MsCD00530959	Mycobacterium smegmatis	1
MsCD00530960	Mycobacterium smegmatis	1
BhCD00530961	Bacillus halodurans	1
BhCD00530962	Bacillus halodurans	1
BhCD00530963	Bacillus halodurans	1
BhCD00530964	Bacillus halodurans	1
NeCD00530965	Nitrosomonas europaea	1
NeCD00530966	Nitrosomonas europaea	1
BtCD00530967	Bacteroides thetaiotaomicron	1
CaCD00530968	Clostridium acetobutylicum	0
RpCD00530969	Rhodopseudomonas palustris	0
CtCD00530970	Clostridium thermocellum	1
PfCD00530971	Pyrococcus furiosus	1
HsCD00530972	Homo sapiens	1
HsCD00530973	Homo sapiens	1
MaCD00530976	Methanosarcina acetivorans	1
XaCD00530981	Xanthomonas axonopodis	1
HiCD00530982	Haemophilus influenzae	1
EcCD00530983	Pectobacterium carotovorum	1
CpCD00530984	Colwellia psychrerythraea	1
BtCD00530985	Bacteroides thetaiotaomicron	1
BhCD00530986	Bacillus halodurans	1
SsCD00530987	Sulfolobus solfataricus	1
SoCD00530988	Shewanella oneidensis	1
BsCD00530989	Bacillus subtilis	1
BsCD00530990	Bacillus subtilis	1
BtCD00530991	Bacteroides thetaiotaomicron	0
BtCD00530992	Bacteroides thetaiotaomicron	0
BtCD00530993	Bacteroides thetaiotaomicron	1
CtCD00530994	Chlorobaculum tepidum	1
BpCD00530995	Bordetella parapertussis	1
BbCD00530996	Bordetella bronchiseptica	1
RgCD00530997	Ruminococcus gnavus	1
RgCD00530998	Ruminococcus gnavus	1
PpCD00531000	Pseudomonas putida	1
NaCD00531002	Novosphingobium aromaticivorans	1
LdCD00531003	Lactobacillus delbrueckii	1
LdCD00531004	Lactobacillus delbrueckii	1
LdCD00531005	Lactobacillus delbrueckii	1
LbCD00531006	Lactobacillus brevis	1
BtCD00531007	Bacteroides thetaiotaomicron	1
LdCD00531008	Lactobacillus delbrueckii	1
LcCD00531009	Lactobacillus casei	0
SaCD00531010	Staphylococcus aureus	1
BhCD00531011	Bacillus halodurans	1
BhCD00531012	Bacillus halodurans	1
BcCD00531013	Bacillus cereus	0
LaCD00531014	Lactobacillus acidophilus	1
CpCD00531021	Clostridium perfringens	1
BhCD00531022	Bacillus halodurans	1
ShCD00531023	Staphylococcus haemolyticus	1
SsCD00531024	Synechocystis sp. PCC 6803	1
SsCD00531025	Synechocystis sp. PCC 6803	1
SsCD00531026	Synechocystis sp. PCC 6803	1
SfCD00531027	Shigella flexneri	1
SeCD00531028	Salmonella enterica	1
SeCD00531029	Salmonella enterica	1
SeCD00531030	Salmonella enterica	1
BsCD00531031	Bacillus subtilis	1
NeCD00531032	Nitrosomonas europaea	0
NeCD00531033	Nitrosomonas europaea	1
NeCD00531034	Nitrosomonas europaea	1
NeCD00531035	Nitrosomonas europaea	1
NeCD00531036	Nitrosomonas europaea	1
NeCD00531037	Nitrosomonas europaea	0
MmCD00531038	Methanococcus maripaludis	1
MmCD00531039	Methanococcus maripaludis	1
MmCD00531040	Methanosarcina mazei	1
MmCD00531041	Methanosarcina mazei	1
MmCD00531042	Methanosarcina mazei	1
BtCD00531043	Bacteroides thetaiotaomicron	1
BtCD00531044	Bacteroides thetaiotaomicron	1
BtCD00531045	Bacteroides thetaiotaomicron	1
BtCD00531046	Bacteroides thetaiotaomicron	1
BtCD00531047	Bacteroides thetaiotaomicron	1
BtCD00531048	Bacteroides thetaiotaomicron	1
BtCD00531049	Bacteroides thetaiotaomicron	1
BtCD00531050	Bacteroides thetaiotaomicron	1
BtCD00531051	Bacteroides thetaiotaomicron	1
BtCD00531052	Bacteroides thetaiotaomicron	0
BtCD00531053	Bacteroides thetaiotaomicron	0
BtCD00531054	Bacteroides thetaiotaomicron	1
BtCD00531055	Bacteroides thetaiotaomicron	1
BhCD00531056	Bacillus halodurans	1
BhCD00531057	Bacillus halodurans	1
BhCD00531058	Bacillus halodurans	1
BhCD00531059	Bacillus halodurans	1
EcCD00531060	Escherichia coli	1
EcCD00531061	Escherichia coli	1
EcCD00531062	Escherichia coli	1
AsCD00531063	Archaeoglobus fulgidus	1
AsCD00531064	Archaeoglobus fulgidus	1
AsCD00531065	Archaeoglobus fulgidus	0
BsCD00531066	Bacillus subtilis	1
BsCD00531067	Bacillus subtilis	1
BsCD00531068	Bacillus subtilis	1
BsCD00531069	Bacillus subtilis	1
SaCD00531070	Staphylococcus aureus	1
VfCD00531071	Aliivibrio fischeri	1
TvCD00531072	Thermoplasma volcanium	1
TvCD00531073	Thermoplasma volcanium	1
TvCD00531074	Thermoplasma volcanium	1
TvCD00531075	Thermoplasma volcanium	1
TvCD00531076	Thermoplasma volcanium	1
TvCD00531077	Thermoplasma volcanium	1
TvCD00531078	Thermoplasma volcanium	0
TaCD00531079	Thermoplasma acidophilum	0
TaCD00531080	Thermoplasma acidophilum	1
TaCD00531081	Thermoplasma acidophilum	1
TaCD00531082	Thermoplasma acidophilum	1
TaCD00531083	Thermoplasma acidophilum	1
TaCD00531084	Thermoplasma acidophilum	1
MtCD00531085	Methanothermobacter thermautotrophicus	1
MtCD00531086	Methanothermobacter thermautotrophicus	1
MtCD00531087	Methanothermobacter thermautotrophicus	1
SsCD00531088	Staphylococcus saprophyticus	1
SsCD00531089	Staphylococcus saprophyticus	1
SsCD00531090	Sulfolobus solfataricus	1
SsCD00531091	Sulfolobus solfataricus	0
SsCD00531092	Sulfolobus solfataricus	1
SsCD00531093	Sulfolobus solfataricus	0
SsCD00531094	Sulfolobus solfataricus	0
BtCD00531095	Bacteroides thetaiotaomicron	1
SsCD00531096	Sulfolobus solfataricus	1
SsCD00531097	Synechocystis sp. PCC 6803	1
SsCD00531098	Synechocystis sp. PCC 6803	1
SsCD00531099	Synechocystis sp. PCC 6803	1
SsCD00531100	Synechocystis sp. PCC 6803	1
SsCD00531101	Synechocystis sp. PCC 6803	1
SaCD00531102	Streptococcus agalactiae	1
SaCD00531103	Streptococcus agalactiae	1
PfCD00531104	Pyrococcus furiosus	0
CpCD00531105	Clostridium perfringens	0
CpCD00531106	Clostridium perfringens	1
CaCD00531107	Clostridium acetobutylicum	1
CaCD00531108	Clostridium acetobutylicum	1
CaCD00531109	Clostridium acetobutylicum	1
CaCD00531110	Clostridium acetobutylicum	0
CaCD00531111	Clostridium acetobutylicum	0
CaCD00531112	Clostridium acetobutylicum	0
CaCD00531113	Clostridium acetobutylicum	1
CaCD00531114	Clostridium acetobutylicum	0
CaCD00531115	Clostridium acetobutylicum	0
CjCD00531116	Campylobacter jejuni	0
CjCD00531117	Campylobacter jejuni	1
CgCD00531118	Corynebacterium glutamicum	1
HsCD00531119	Homo sapiens	1
HsCD00531120	Homo sapiens	1
HsCD00531121	Homo sapiens	0
HdCD00531122	Haemophilus ducreyi	1
HdCD00531123	Haemophilus ducreyi	1
PmCD00531124	Pyrococcus horikoshii	1
MmCD00531125	Methanosarcina mazei	1
MjCD00531126	Methanocaldococcus jannaschii	1
CdCD00531127	Corynebacterium diphtheriae	1
CdCD00531128	Corynebacterium diphtheriae	1
CdCD00531129	Clostridium difficile	0
CdCD00531130	Clostridium difficile	0
CdCD00531131	Clostridium difficile	1
CdCD00531132	Clostridium difficile	1
CdCD00531133	Clostridium difficile	0
CdCD00531134	Clostridium difficile	1
CdCD00531135	Clostridium difficile	1
CdCD00531136	Clostridium difficile	0
CdCD00531137	Clostridium difficile	0
CdCD00531138	Clostridium difficile	0
CdCD00531139	Clostridium difficile	1
CdCD00531140	Clostridium difficile	1
SoCD00531152	Shewanella oneidensis	1
SoCD00531153	Shewanella oneidensis	1
SoCD00531154	Shewanella oneidensis	1
SoCD00531155	Shewanella oneidensis	1
BhCD00531156	Bacillus halodurans	1
NmCD00531157	Nitrosospira multiformis	1
CdCD00531158	Corynebacterium diphtheriae	1
TdCD00531159	Treponema denticola	1
BcCD00531160	Bacillus cereus	1
SoCD00531161	Shewanella oneidensis	1
SeCD00531162	Synechococcus elongatus	0
CpCD00531163	Colwellia psychrerythraea	0
CtCD00531164	Clostridium thermocellum	0
PfCD00531174	Pyrococcus furiosus	1
SaCD00531175	Staphylococcus aureus	1
SaCD00531176	Staphylococcus aureus	1
TmCD00531177	Thermotoga maritima	1
TmCD00531178	Thermotoga maritima	1
TmCD00531179	Thermotoga maritima	1
TmCD00531180	Thermotoga maritima	1
TmCD00531181	Thermotoga maritima	1
TmCD00531182	Thermotoga maritima	1
TmCD00531183	Thermotoga maritima	0
BsCD00531184	Bacillus subtilis	1
BsCD00531185	Bacillus subtilis	1
BsCD00531186	Bacillus subtilis	1
BsCD00531187	Bacillus subtilis	1
PfCD00531188	Pyrococcus furiosus	1
PfCD00531189	Pyrococcus furiosus	1
PfCD00531190	Pyrococcus furiosus	1
EcCD00531191	Escherichia coli	0
EcCD00531192	Escherichia coli	0
EcCD00531193	Escherichia coli	1
EcCD00531194	Escherichia coli	0
EcCD00531195	Escherichia coli	1
EcCD00531196	Escherichia coli	1
EcCD00531197	Escherichia coli	0
EcCD00531198	Escherichia coli	0
MmCD00531199	Methanosarcina mazei	1
MmCD00531200	Methanosarcina mazei	1
BsCD00531201	Bacillus subtilis	1
PfCD00531202	Pyrococcus furiosus	0
EcCD00531203	Escherichia coli	1
EcCD00531204	Escherichia coli	1
PfCD00531205	Pyrococcus furiosus	1
MmCD00531206	Methanosarcina mazei	1
PmCD00531207	Pyrococcus horikoshii	1
XfCD00531208	Xylella fastidiosa	1
MjCD00531209	Methanocaldococcus jannaschii	1
SeCD00531210	Staphylococcus epidermidis	1
PsCD00531211	Pseudomonas syringae	1
PaCD00531212	Pseudomonas aeruginosa	1
PaCD00531213	Pseudomonas aeruginosa	1
PaCD00531214	Pseudomonas aeruginosa	1
PaCD00531215	Pseudomonas aeruginosa	1
VfCD00531216	Aliivibrio fischeri	0
SsCD00531217	Staphylococcus saprophyticus	0
LpCD00531218	Legionella pneumophila	0
EcCD00531219	Escherichia coli	1
EcCD00531220	Escherichia coli	1
EcCD00531221	Escherichia coli	1
PgCD00531222	Porphyromonas gingivalis	0
PgCD00531223	Porphyromonas gingivalis	1
MjCD00531224	Methanocaldococcus jannaschii	1
MjCD00531225	Methanocaldococcus jannaschii	1
MjCD00531226	Methanocaldococcus jannaschii	1
SsCD00531227	Staphylococcus saprophyticus	1
SsCD00531228	Staphylococcus saprophyticus	1
PaCD00531230	Pseudomonas aeruginosa	1
AsCD00531236	Archaeoglobus fulgidus	1
AsCD00531237	Archaeoglobus fulgidus	1
